customer_id,customer_region,customer_age,is_repeat_customer,Cluster labels 4
e2a78e91ab,8670,34,1,0
f44a00e6b7,2360,22,1,2
5ff91ba1e7,8670,24,1,3
92d8bc44b4,4660,25,1,1
c12dd2c84d,2440,27,1,2
d1be39876d,2360,31,1,2
f9149817de,4660,33,1,1
65b5f99b38,8670,31,1,3
6f36cc3a8c,2360,17,1,2
92676da2f6,2360,22,1,2
ae629c62a4,2440,26,1,1
0f1296cd12,4660,29,1,1
2a90e9da84,4660,32,1,1
3c687cd02b,8670,31,1,3
71f27a325a,2360,27,1,2
808a60c58e,2360,26,1,2
a67d3108cb,8670,26,1,3
6634edd8ba,8670,27,1,3
7e218c8401,2360,21,1,2
40b5c1bf89,2360,29,1,2
c79709f885,4660,24,1,1
273bf88a7a,2440,24,1,3
986ffd3978,8670,23,1,3
a9bac03d6b,4660,25,1,1
cd9fbabc74,2360,25,1,2
f05dc76d77,8670,22,1,3
1a657638a3,2490,22,1,3
1b54aeb30e,8670,21,1,3
66962f296d,2360,30,1,2
9021b0eeef,4660,21,1,1
a21a839c77,4140,19,1,3
c356ce63ab,2440,22,1,3
f30b826759,8670,29,1,3
b5feb6761d,4660,24,1,1
c61c9a1bab,8670,35,1,0
196a727bde,8670,23,1,3
3755ea83a7,2440,20,1,3
abf467fcb9,2360,19,1,2
d4eb2dcdd4,2360,26,1,2
058404008c,2360,27,1,2
0d526ed789,4660,22,1,1
1f04b6d085,8670,21,1,3
37c312f839,2360,27,1,2
543b4d9746,2360,30,1,2
8a886b03ad,8670,27,1,3
178a2066cd,8670,31,1,3
8488cf477c,2360,18,1,2
d5cbe9cd02,2360,31,1,2
feaab115c2,2360,26,1,2
0d6be37d38,2360,25,1,2
24c8145794,4140,24,1,3
2be9a73116,2360,27,1,2
5acfb1cbe8,2360,26,1,2
5ccb9c10e7,2360,24,1,2
8c5ab58abc,2440,31,1,2
9dff2cfcaf,2360,24,1,2
ae60e1e941,2360,34,1,2
bdbc772f59,4660,31,1,1
db71787456,2440,27,1,2
0078c75d48,4660,27,1,1
10a1146b51,8670,39,1,0
1ce954e22d,8670,18,1,3
4719454a4a,2440,25,1,3
845476410f,2360,24,1,2
9237d23413,8670,22,1,3
b8697c776f,8670,24,1,3
032b9aa603,2360,22,1,2
085c69caf5,2490,46,1,0
0e2202b4ff,8670,25,1,3
2e32718c5e,2360,24,1,2
32e9ffa451,8670,21,1,3
44b3afa9a7,2490,26,1,1
5c07a72fb9,4660,30,1,1
68c32e3e8e,4660,28,1,1
7518d551b4,2360,20,1,2
8c6ffd7357,4660,25,1,1
8e1d412bc8,8670,27,1,3
9af3f36e20,4660,21,1,1
9c5d8d6747,2360,27,1,2
d5040766f5,2360,27,1,2
f3d2bc9337,4660,28,1,1
74abf9544b,0000,29,1,2
a456d25178,8670,19,1,3
ae4b9bb2c7,2360,41,1,2
c4656e109e,0000,27,1,2
e679133854,8670,24,1,3
f5defd808d,8670,30,1,3
f6589e8a37,8670,23,1,3
60ead82728,8670,19,1,3
7f00a90c52,2360,23,1,2
80365766b2,8670,18,1,3
addfb5042c,8670,24,1,3
ae97969141,2360,40,1,2
c9985efbcc,8670,23,1,3
1f7d3f69a7,8670,32,1,3
62ff07fea6,2360,24,1,2
9f073587cd,2360,28,1,2
a4d5c3fd0f,2360,17,1,2
b9735ec4f2,4660,38,1,1
ea192fe2de,4660,25,1,1
02bbda062b,8670,19,1,3
361b3c6e49,0000,41,1,0
5e2daae632,8670,29,1,3
6ef7fb6373,4660,21,1,1
75b2c2b40c,2360,24,1,2
d490269fd4,4660,21,1,1
6648d8d064,8670,49,1,0
713d64ed06,2360,25,1,2
9d9de87f12,8670,28,1,3
c7ec8d73d7,8670,21,1,3
984bdb29c3,2360,27,1,2
f6fa34ff77,8670,23,1,3
021b015866,2360,31,1,2
0ed8316685,4660,31,1,1
4fd3cb3c22,4660,26,1,1
5493ba802f,4660,29,1,1
781d87fe87,2360,23,1,2
7c92e7073d,4660,25,1,1
7db2d72273,4660,23,1,1
998b934f1c,4660,24,1,1
afd06dad50,2360,27,1,2
e59d5dd2fb,8670,24,1,3
e841fc0764,2360,27,1,2
ef12a56abc,8670,29,1,3
f25983cd7b,4660,17,1,1
ffa81f02b2,2360,42,1,2
18cc1d2875,2440,53,1,0
670233f2cf,8670,22,1,3
67c6c9f9c4,4660,24,1,1
7c01402da5,2360,30,1,2
9f2af8244f,4660,27,1,1
4467d47be9,2360,32,1,2
a5347d72ea,2360,36,1,2
d6c7fff6f1,2360,39,1,2
09507141ca,2360,25,1,2
7b513243ac,2360,25,1,2
162dd1129c,2360,22,1,2
28df4d3610,8670,34,1,0
6e11ecdd1d,4660,24,1,1
6f384a0b60,2360,23,1,2
90ba52f308,8670,27,1,3
bff1791009,2360,43,1,0
ca516232d6,4660,23,1,1
e7d4191c8e,2360,16,1,2
f410d3fd90,2360,23,1,2
41944877f7,4660,37,1,1
6bd7d01e25,4660,22,1,1
d1a756fdb7,2360,25,1,2
dfbb719f59,2490,36,1,0
0c92641c50,2440,24,1,3
12ba768c1b,2360,28,1,2
1b84efb601,4660,22,1,1
508e4b40d5,2360,23,1,2
6b716a79d8,4660,24,1,1
83344d0d62,8670,31,1,3
ae25fa3446,2440,40,1,0
c43521192d,2440,33,1,2
c7accb914c,4140,29,1,2
dcf1d20f94,2360,28,1,2
e0bb61760c,4660,37,1,1
e66f0b22be,4660,26,1,1
e8f254a194,2360,29,1,2
132c810831,2360,19,1,2
13849b6e03,8670,28,1,3
1538f7b7c4,8670,29,1,3
33de975fcd,2360,44,1,0
3d3924809a,4660,23,1,1
4d43db4f0a,2360,34,1,2
556ceec5a1,2360,29,1,2
855a46fffb,4660,24,1,1
871727b522,2360,26,1,2
877118d987,2360,26,1,2
90248ea011,0000,21,1,3
b0badc9945,8670,28,1,3
b4997b8b7b,2360,27,1,2
b4a2205bba,2360,33,1,2
ba0f8da7a7,4660,26,1,1
bd6d24807f,8670,45,1,0
be6ebc3502,8670,33,1,3
da5df2f42a,2440,26,1,1
ddf2954fe7,2360,32,1,2
e2849e256d,8670,24,1,3
ecf3230232,2360,35,1,2
fc612ec0e6,8670,22,1,3
16b3e2a4e1,8670,24,1,3
32a4b982f0,2360,26,1,2
4a23e440a8,2360,24,1,2
4eba9cdc74,8670,26,1,3
62495cfcf7,2360,22,1,2
8eb60414cf,2360,30,1,2
b4813600ca,2360,27,1,2
f22e096e00,4660,44,1,0
5cdc15fd72,8670,23,1,3
6a90345118,2360,32,1,2
7ef988f716,2440,21,1,3
882939e82e,8670,40,1,0
1bc1bb16dc,8670,24,1,3
70d5b70805,4660,28,1,1
79b60c34b3,2360,24,1,2
8fb1875c3f,2360,36,1,2
aedfe8c2c6,4660,30,1,1
2870736dd7,4660,18,1,1
49a4a16171,2360,28,1,2
4dfcdff3c0,4660,28,1,1
52bcc4c9e6,2360,20,1,2
79b6c34da0,2360,35,1,2
90343b441d,2360,38,1,2
a117fa6d34,2360,23,1,2
c6e9b0e409,4660,20,1,1
ce80947a22,4660,37,1,1
dc9704332d,8670,25,1,3
e9e58d251b,4660,26,1,1
f57fa64786,4660,31,1,1
2e17bfa8dd,2360,30,1,2
5191d8235f,4660,22,1,1
5dc1805c15,4660,26,1,1
f404bd0505,4660,31,1,1
04f0d5feb9,4660,26,1,1
10557cc9d7,4660,24,1,1
17dc337ff9,2360,24,1,2
1da3413c66,2360,35,1,2
2a8b7853c2,2440,21,1,3
338b56566b,2360,24,1,2
67a3f4652b,4660,24,1,1
68fb9913f3,2360,22,1,2
75738ab3bd,4660,25,1,1
7dca668201,8670,25,1,3
d1ed66d632,2360,23,1,2
08546b9ea5,2360,21,1,2
155ee1f022,2360,25,1,2
216afd42a8,2360,28,1,2
2ae9e490c3,8670,30,1,3
37a8b01ee1,4660,28,1,1
3e06610c7b,0000,23,1,3
6737e5b530,4660,48,1,0
78873e0937,2360,26,1,2
94d21b409c,4660,29,1,1
a4ea55213e,8670,44,1,0
a924470019,4660,29,1,1
aeddf7e1d7,0000,28,1,2
af45027ea2,2360,29,1,2
b332cbf0d3,2360,22,1,2
d6e5be6382,4660,36,1,1
f6b2ddae5c,2360,22,1,2
5927c73010,2360,22,1,2
5b4680d642,4660,25,1,1
703654d149,8670,25,1,3
d4cd14a210,8670,28,1,3
eddd31843a,2490,20,1,3
0eaf6fb609,4660,25,1,1
4dfcf12da4,8670,24,1,3
58b53ace3f,8670,23,1,3
8cb56ca6c6,8670,32,1,3
9ada9bbeb0,2360,19,1,2
aede6a3935,8670,25,1,3
b570477f78,2360,34,1,2
f1ec473259,4660,26,1,1
fbd5b7a1c5,2360,28,1,2
0d0ccdfe0d,2360,30,1,2
2f952865bc,0000,25,1,3
9189cdd26a,4660,31,1,1
1773b02b8f,2360,33,1,2
504501dfda,2360,20,1,2
54b6adfe7f,8670,25,1,3
59bcf6c957,2360,28,1,2
6ae94a2ac1,8670,42,1,0
7f21482213,2360,25,1,2
9a57a814e2,8670,40,1,0
d69c5efca4,4660,33,1,1
e5e0f5bace,4660,30,1,1
1a9c23de1e,4660,30,1,1
404ed03479,4660,24,1,1
5dbb165a58,2360,27,1,2
63d9e4fd6c,4660,39,1,1
76dedf8bef,4660,34,1,1
928baa4e96,4660,23,1,1
9393e7a724,4660,43,1,0
93fa4a4ed4,4660,17,1,1
ae91ad2b52,8670,33,1,3
b335937e56,4660,32,1,1
c3b0ea1ebf,4660,22,1,1
e292fab9de,4660,34,1,1
f4bc7c83af,2490,22,1,3
00854af8b2,8670,20,1,3
0be74302d9,2440,25,1,3
19e4d559f9,4660,35,1,1
3886309b04,2360,19,1,2
5c33c1d672,8670,27,1,3
6ed0a8a503,4660,29,1,1
886713cac6,2360,21,1,2
9dd36878bd,2360,32,1,2
b4c99bb645,2360,35,1,2
bdafebe893,2360,18,1,2
f42e7abf7f,2360,35,1,2
08a862b81c,4660,32,1,1
1065ba78f4,4140,23,1,3
1a5c753006,8670,18,1,3
238e3f9dc8,8670,21,1,3
31a75494a4,4660,25,1,1
4fa95fc8c3,4660,22,1,1
5272b7759a,2490,39,1,0
5e7a49b7d5,8670,53,1,0
68f37eb35b,8670,21,1,3
6a7e4afa57,2360,26,1,2
8a9f9e3f41,4660,33,1,1
ac1bff7f94,4660,34,1,1
c8c7973870,8670,22,1,3
def93fc879,2360,26,1,2
e1716dbd97,2360,22,1,2
ec4ca40e06,4660,38,1,1
122dca4e68,8670,26,1,3
1d49efc040,8670,25,1,3
23e7dfba73,8670,37,1,0
25da85cdd0,8670,21,1,3
34363d9667,4140,20,1,3
35c90fdfd2,8670,26,1,3
82587c6569,2360,30,1,2
a7dc2baecd,4660,19,1,1
c603865a54,8670,25,1,3
db926cb6dd,4660,21,1,1
ed9556e953,4660,27,1,1
250d743585,4660,41,1,1
391b250fc7,2360,26,1,2
3937dce81b,2360,28,1,2
39df6749f9,2360,29,1,2
4fc1ce084c,4660,26,1,1
7f82e70b72,2440,25,1,3
9c77886fad,8670,32,1,3
b3e4bd3562,2360,23,1,2
b6721ba4bc,4660,26,1,1
cbbb24f7a3,8670,23,1,3
3a5d4aa2b0,4660,18,1,1
40688e4e03,2360,37,1,2
63953d4795,8670,27,1,3
855129d4b0,2360,23,1,2
949bddab1d,2360,26,1,2
95fdd4da98,4660,28,1,1
ab59d800e3,8670,33,1,3
ad66464b05,4660,26,1,1
af6f2ee241,2360,20,1,2
cf3c78f60c,4660,23,1,1
05fa4ab7c5,2360,30,1,2
087bd09848,8670,26,1,3
193a8e1367,2360,21,1,2
40a7408136,8670,30,1,3
5187e3862f,2360,21,1,2
605e1a84dc,2360,24,1,2
a0846472d9,4660,19,1,1
aaa548ed5f,2360,19,1,2
aaacb83625,2360,28,1,2
bc736c99cb,4660,26,1,1
c1770a6db5,8670,24,1,3
caaad8f8dc,2440,27,1,2
dc4d31e53d,2360,30,1,2
def08c5c1e,4660,24,1,1
f9e82c7579,4660,23,1,1
11d3567cad,2360,22,1,2
17be9196c9,4660,33,1,1
21a3075043,4660,27,1,1
230a17bfaa,8670,24,1,3
2ce04fdc97,2360,29,1,2
31215399d1,8670,24,1,3
392b78f103,8670,24,1,3
3ff02e67fa,4660,24,1,1
4decd01e43,8670,22,1,3
55f0b69aed,2360,30,1,2
5aea0575cb,2440,24,1,3
5b389f1f37,4660,29,1,1
5fe7b72188,4660,28,1,1
7a8575634d,8670,27,1,3
955d63a671,2360,23,1,2
a0640ea4ae,4660,44,1,0
a0de28e7c6,4660,38,1,1
b3231d37b7,2360,24,1,2
bf0264450c,8670,31,1,3
c7cffbf628,4660,32,1,1
d7313128b0,8670,27,1,3
e19f5fb6ef,8670,28,1,3
f846ce5747,4660,38,1,1
28f85437da,4660,21,1,1
31183f3873,8670,35,1,0
334f326f84,2360,46,1,0
35aa463a92,2360,18,1,2
382358c156,2360,26,1,2
3859bd5893,4660,27,1,1
638a6080d2,8670,37,1,0
69f74a3030,2360,21,1,2
8564439b58,2360,24,1,2
900565cd84,4660,41,1,1
91283be64d,2360,19,1,2
94fbb9a8d1,8670,34,1,0
d23f6be72d,2360,26,1,2
dd3b5119e3,2360,29,1,2
f3d3306552,4660,38,1,1
11a305e414,2360,28,1,2
19042e5756,2360,23,1,2
21897c4cd3,2360,20,1,2
27df6c0d77,2360,28,1,2
452ae749e6,2360,23,1,2
576f229556,2360,29,1,2
58a52818ab,4660,25,1,1
59d12a42bc,2490,29,1,2
5d69045ee8,8670,20,1,3
7985960c81,4660,29,1,1
c0abecd9bf,4660,37,1,1
cb0c9e474d,2360,25,1,2
cc5217ed1b,4660,20,1,1
d10ac7fbc5,8670,33,1,3
ec0cccf66e,4660,28,1,1
ed4ab96d6f,8670,30,1,3
eebce28649,8670,23,1,3
04c20df440,4660,41,1,1
450d492646,2360,25,1,2
547da107dc,2360,24,1,2
6909b13775,8670,47,1,0
6ccdbed06f,2360,33,1,2
6f5641fcfd,4660,33,1,1
71cc9b2bcd,8670,21,1,3
74d5b0a2c4,4660,25,1,1
7533a509aa,8370,25,1,3
768c58de1d,8670,35,1,0
7cf206cee7,4660,27,1,1
8404740749,2440,38,1,0
851257558e,2360,30,1,2
ab7b1d401a,8670,23,1,3
ac07ff7e0e,8670,30,1,3
bed5b29834,8670,47,1,0
ccafd5a1ca,4140,57,1,0
d33c92afda,8670,30,1,3
dc45a9d17f,2360,26,1,2
ea8b144966,4660,38,1,1
fe12ea75bf,4660,26,1,1
188f16fde4,8670,38,1,0
2481762ee4,8670,23,1,3
2ce7706909,2440,28,1,2
4a1cfc36f6,2360,30,1,2
593c228a59,8670,26,1,3
6eb85a77c0,4140,27,1,2
7321de5583,2360,19,1,2
757381f7d2,2490,45,1,0
85e78261dd,2440,21,1,3
a932c4c037,4140,25,1,3
be35fa08ae,2360,21,1,2
c2292f1df6,2360,24,1,2
c5ec239f20,4660,21,1,1
ebbb815a45,2360,27,1,2
3a436b9303,8670,20,1,3
4018401eaf,4660,24,1,1
597e595c81,8670,31,1,3
5f8a89052f,8670,58,1,0
e331fe75b1,4660,43,1,0
e57597d21c,2360,20,1,2
ebe344e1d0,4660,30,1,1
0964c70270,2490,26,1,1
0d127b85b5,8670,24,1,3
52ebe4b56f,4660,25,1,1
bd20adbdfb,4660,29,1,1
bf925cdefa,2360,24,1,2
e62bf759df,2360,19,1,2
f3f5e0fce5,2360,31,1,2
0cb441c9b1,4660,33,1,1
1b7de4f844,2360,30,1,2
1da7617d80,4140,34,1,2
218beab191,4660,37,1,1
22d63e4e4c,4660,26,1,1
24e480cc7d,4660,22,1,1
3242fdea65,4660,31,1,1
46183c48ce,2360,27,1,2
5fe2f8e133,8670,30,1,3
754cb87847,4660,25,1,1
9dae6dcd3d,4660,33,1,1
b3722e6ba9,8670,20,1,3
cf0bd94b91,4660,29,1,1
dac0ca462c,8670,32,1,3
dd33b047c4,2360,35,1,2
ec82695423,4660,25,1,1
f94e064121,2360,24,1,2
0a8e87ae9e,8670,19,1,3
2f585b5b0f,2360,20,1,2
2fca2236a3,2360,21,1,2
4a98bb813f,2360,20,1,2
4ce6f29501,8670,27,1,3
5913d28e46,4660,38,1,1
68870cb910,2360,18,1,2
6ca18c4a32,8670,20,1,3
78f9913ab4,8670,34,1,0
7d703ad1f6,2360,34,1,2
87449c1b2f,8670,21,1,3
8c0b4a3e60,2360,18,1,2
93a0c780ec,2360,24,1,2
95457a237c,2440,15,1,3
962241a942,2440,24,1,3
a432ee4cf6,4140,26,1,1
a77e871eb0,2360,29,1,2
ba44860145,4660,21,1,1
dccc922d45,2440,17,1,3
e24c877627,4660,26,1,1
e6fb62f553,2360,35,1,2
eb4664b1ac,2490,39,1,0
f8fb78e884,8670,25,1,3
0d12cb419a,8670,21,1,3
0ff79f9389,2360,21,1,2
125e53e145,4660,29,1,1
3584e0becd,4660,18,1,1
554c57e1d2,2360,28,1,2
561f8f3854,2360,26,1,2
63bbf2de2c,2360,28,1,2
651d2cfb0b,8670,38,1,0
7ba79d701a,0000,21,1,3
81d70271c0,8670,29,1,3
84e91d3f46,4660,24,1,1
91a7f1770f,8670,23,1,3
91d4827334,4660,24,1,1
9bf29b0e59,4660,23,1,1
9e9a4b1462,2360,20,1,2
a7d5f8f8ca,4660,22,1,1
b955c88908,4660,23,1,1
c110ae0b3d,4660,28,1,1
c7fa3dc8f6,2360,22,1,2
d352d84f22,2360,31,1,2
d557fd11db,2440,36,1,0
db250450d8,4660,39,1,1
f11928c296,2360,33,1,2
fb0bdc00ef,4660,32,1,1
0316e100b7,4660,27,1,1
06abd40257,2440,26,1,1
104c06a8ff,2360,23,1,2
13905d4987,4660,30,1,1
1f6e119a27,4660,31,1,1
35c66e5022,4660,40,1,1
4e25b361b0,8670,26,1,3
79309f07a1,2360,23,1,2
81da90cbf0,2360,23,1,2
9b1939328d,2490,31,1,2
a79da1272f,8370,30,1,2
ad9a30a229,8670,27,1,3
b2bddadbd3,2360,26,1,2
b9e3c9899e,2360,18,1,2
d31792b1cd,2360,25,1,2
d7123e7c60,8670,23,1,3
fc819bbce1,2360,33,1,2
100eec028f,4660,25,1,1
19828b9e9c,4660,24,1,1
1ba661e1be,8670,28,1,3
1d638c6a0e,2360,33,1,2
2bd776cfee,2360,21,1,2
3d18e3d52b,2360,25,1,2
41c5d18118,4660,31,1,1
4ae36c3f78,8370,26,1,1
4c7572fe30,2360,28,1,2
593f2e0219,4660,22,1,1
8def6d519a,4660,23,1,1
a703709dc3,4140,31,1,2
a76995ca75,4660,29,1,1
ae2f25d370,2360,33,1,2
baa3c180e5,2360,21,1,2
dae9ec6a47,2360,27,1,2
ddd2b04e6f,4140,31,1,2
e0aa5d86b9,8670,27,1,3
e45a25b45b,4660,45,1,0
ea4554a6c1,8670,24,1,3
eaa57177e8,8670,26,1,3
ecba48e5f3,2360,25,1,2
0bd6698e24,8670,29,1,3
171df97253,8670,28,1,3
2fe79b5221,2360,24,1,2
3c09e13f53,2440,30,1,2
4018efdc91,2440,25,1,3
42a3fd812c,2360,25,1,2
578b2ad17d,4660,28,1,1
60d3665936,2360,21,1,2
64c79fce8a,2440,26,1,1
64fac98016,4660,32,1,1
6c38b398e0,2360,25,1,2
7346f4509b,2360,21,1,2
75d65d8811,8670,18,1,3
7c0234fdde,2360,29,1,2
82c82d4b26,4660,38,1,1
88ecc10663,2440,23,1,3
8a79bf4aa6,2360,22,1,2
8c17d0b787,4660,28,1,1
945bec9ca9,4660,25,1,1
963811c105,4140,26,1,1
a182eb0539,8670,22,1,3
c12bdfbe28,2360,25,1,2
dc5b110a3d,4660,30,1,1
fd139fa241,4660,23,1,1
32616f6edb,4660,24,1,1
355e1cc235,8670,35,1,0
3858922449,4660,26,1,1
608013572d,8670,19,1,3
874e9a4661,2360,29,1,2
abd09e537a,8670,28,1,3
ad7191550b,4660,37,1,1
b1c2884a1a,2360,30,1,2
d1222e9106,8670,28,1,3
e04309189b,4660,25,1,1
f50ce015b5,4660,28,1,1
1348a82c93,2360,33,1,2
2e2c0b92f3,4660,38,1,1
30b949ffbf,2440,23,1,3
37271e9556,8370,23,1,3
5d1869b77b,4660,35,1,1
676754f2ad,2360,23,1,2
69be7769aa,2360,28,1,2
721a6f94a6,4660,35,1,1
7e1f0f0ffa,2360,23,1,2
7f882a6771,2360,24,1,2
9984335b39,2490,23,1,3
a47c4fe299,2440,43,1,0
b00e01b98e,8670,34,1,0
bf66e09ae7,4660,34,1,1
c67a9822eb,2440,22,1,3
cad551ca49,2360,21,1,2
cf46b73790,2360,23,1,2
d21296f385,8670,21,1,3
dcfd4f4367,4660,19,1,1
f6eefe9553,4660,19,1,1
f770b12c29,4140,17,1,3
00d966effa,2490,27,1,2
05a13e0509,2360,37,1,2
06ad1199cc,2490,26,1,1
08c65bdf54,8670,30,1,3
0e46d9cd32,2360,31,1,2
151f18aefb,2360,21,1,2
1972c4a8a3,2360,34,1,2
1d98382a42,8670,24,1,3
20bcb45065,2360,35,1,2
27f570c28c,8670,27,1,3
2a50099a77,2440,41,1,0
2c4e2488ee,0000,24,1,3
305039bfee,4140,23,1,3
3e64f4a6e9,8370,21,1,3
4ea699dea4,8670,27,1,3
4f565aedcf,8670,21,1,3
556b5c90df,2360,33,1,2
61c61064a2,4140,42,1,0
7d076d137f,8670,22,1,3
8b3e4919ea,8670,21,1,3
8da500acbb,4660,24,1,1
8dee0fd4fe,8670,26,1,3
947817d998,8670,25,1,3
9680aac96a,4660,26,1,1
9904539511,4660,23,1,1
9c52940ed7,4660,25,1,1
9deb30f581,4660,28,1,1
a65cb1112c,4660,36,1,1
b51026692b,4660,21,1,1
cad679e654,2360,30,1,2
d2a826616e,2360,33,1,2
dcdb4c5c5a,2360,23,1,2
e5c4e82425,2360,24,1,2
e700d0f47d,4660,19,1,1
e8f84a14e8,8670,22,1,3
ebf51158a1,8670,20,1,3
ecae5f4620,4660,22,1,1
ede2a3cc22,8670,33,1,3
028ccf0afe,8670,24,1,3
03330c5e27,4660,22,1,1
0583ff9d66,2360,26,1,2
05e95b2442,2360,26,1,2
0d21c57b36,2440,33,1,2
21720585f5,2360,21,1,2
2506347606,2360,29,1,2
26fa80f66e,2360,25,1,2
2f02cc0ad8,4660,30,1,1
327c84b511,2360,36,1,2
3d73a0c810,4660,18,1,1
41872f6ff2,8670,47,1,0
57a5ef7d07,8670,31,1,3
5e2cd7e477,2360,18,1,2
5e852a8c15,2360,19,1,2
5f957e8434,4660,27,1,1
64dc6f7a9d,4660,32,1,1
6d38083922,4660,35,1,1
7035946f27,8670,31,1,3
730b8daaff,2360,33,1,2
76588ad5d8,4660,31,1,1
7c7b622b92,2360,28,1,2
7e0071a633,4660,20,1,1
8555759f01,4660,26,1,1
85e14983f6,4660,29,1,1
872ce69ebd,4140,34,1,2
908b243866,4140,23,1,3
9ae64418bd,2360,33,1,2
9b7899c1c6,2360,29,1,2
a27e27988b,2360,19,1,2
a34e843fcb,2360,33,1,2
a581ec368e,4660,20,1,1
aa2cd63b04,2440,29,1,2
adaca9c03b,4660,26,1,1
b39a0a2a6b,2360,19,1,2
bbbd3b6f6f,8670,33,1,3
c64dd88908,2360,19,1,2
cd293943ef,2360,22,1,2
dbdb3386d5,2360,19,1,2
ef59f41b2f,2360,33,1,2
f10bacf791,2360,28,1,2
f8f66af0bb,4660,22,1,1
fbe03af4b4,4660,30,1,1
fd48d425ec,2360,28,1,2
07a6c93ec8,4660,37,1,1
1a29f75064,4660,34,1,1
1b178d7662,2360,22,1,2
546bd81780,4660,19,1,1
7e72c6acf1,8670,24,1,3
8e05296bad,4660,29,1,1
8f50c4b72c,4660,26,1,1
93e152bcb8,2490,23,1,3
a2f4083908,4660,22,1,1
afd82847ac,4660,26,1,1
b4e7eb8705,8670,35,1,0
bfb219ed20,4660,20,1,1
eb8ffc45bd,2360,20,1,2
ebc444bb4a,2440,24,1,3
f20039bb97,8670,26,1,3
f3654f56ca,2360,17,1,2
f4b67ec841,2360,41,1,2
11e20a337c,2440,38,1,0
12c0c4c228,2360,21,1,2
1608467007,2360,22,1,2
223132e44e,2360,29,1,2
3aa5674526,8670,51,1,0
403f938edc,4660,33,1,1
668eee1b1c,4660,23,1,1
6cd32be9df,4660,32,1,1
72143c37a2,8670,21,1,3
8bb94a3e22,4660,39,1,1
917e031d0b,2360,31,1,2
963518f63c,2360,29,1,2
9a20580384,8670,28,1,3
a0cc2843fb,4660,32,1,1
aa2bc0beb7,2440,19,1,3
b1246d20d1,2360,19,1,2
bfe3aa76f1,2360,21,1,2
d55700f124,4660,21,1,1
d8a1d90430,4660,44,1,0
dd6048c6d3,2360,30,1,2
0a4662137e,8670,27,1,3
12bbb9ec3f,8670,20,1,3
12d30995b6,8670,24,1,3
211eb8d7a8,2360,28,1,2
3112dc57c5,4660,25,1,1
51ffc39172,2360,20,1,2
69f9cff8c4,8670,24,1,3
815e6c221d,8670,27,1,3
8b1974301e,8670,32,1,3
8dcc42e742,2360,31,1,2
9b7a8a3d8f,4660,20,1,1
9b7e18419e,8670,22,1,3
b049d1c8b4,8670,30,1,3
b66567b45b,2360,19,1,2
b78c27352d,8670,21,1,3
c6a14aafd6,4660,68,1,0
ecc068d155,2360,22,1,2
fa9d66ed57,2360,24,1,2
fc37b66871,4660,24,1,1
ff088ea5b5,2360,20,1,2
1085f43d71,8670,30,1,3
1245c5b43f,8670,44,1,0
1953a86b77,2360,25,1,2
2a473a1927,2360,21,1,2
2d3dc69489,8670,31,1,3
2ded4e53a9,4660,27,1,1
32878c2836,2360,27,1,2
3705d6ba44,8670,25,1,3
3ac4086ea3,2440,31,1,2
3bbbd692b3,4140,25,1,3
4256a54170,2360,18,1,2
475f02217a,2360,22,1,2
5a2e3a2f70,4660,20,1,1
5f4c755332,8670,29,1,3
6211311eb1,8670,22,1,3
6a2b924eaf,4660,22,1,1
6c21dd68d1,8670,30,1,3
