customer_id,customer_region,customer_age,vendor_count,product_count,is_chain,first_order,last_order,last_promo,payment_method,CUI_American,CUI_Asian,CUI_Beverages,CUI_Cafe,CUI_Chicken Dishes,CUI_Chinese,CUI_Desserts,CUI_Healthy,CUI_Indian,CUI_Italian,CUI_Japanese,CUI_Noodle Dishes,CUI_OTHER,CUI_Street Food / Snacks,CUI_Thai,DOW_0,DOW_1,DOW_2,DOW_3,DOW_4,DOW_5,DOW_6,HR_0,HR_1,HR_2,HR_3,HR_4,HR_5,HR_6,HR_7,HR_8,HR_9,HR_10,HR_11,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_18,HR_19,HR_20,HR_21,HR_22,HR_23,promo_DELIVERY,promo_DISCOUNT,promo_FREEBIE,promo_NO DISCOUNT,pay_CARD,pay_CASH,pay_DIGI,last_promo_enc,payment_method_enc,days_between,total_orders,avg_order_hour,total_spend,avg_spend_prod,is_repeat_customer,avg_prod_vendor,avg_orders_vendor,avg_prod_order,weekend_orders,weekday_orders,weekend_weekday_ratio,num_cuisines,average_spend_per_cuisine,CUI_American_ratio,CUI_Asian_ratio,CUI_Beverages_ratio,CUI_Cafe_ratio,CUI_Chicken Dishes_ratio,CUI_Chinese_ratio,CUI_Desserts_ratio,CUI_Healthy_ratio,CUI_Indian_ratio,CUI_Italian_ratio,CUI_Japanese_ratio,CUI_Noodle Dishes_ratio,CUI_OTHER_ratio,CUI_Street Food / Snacks_ratio,CUI_Thai_ratio,DOW_0_ratio,DOW_1_ratio,DOW_2_ratio,DOW_3_ratio,DOW_4_ratio,DOW_5_ratio,DOW_6_ratio,HR_0_ratio,HR_1_ratio,HR_2_ratio,HR_3_ratio,HR_4_ratio,HR_5_ratio,HR_6_ratio,HR_7_ratio,HR_8_ratio,HR_9_ratio,HR_10_ratio,HR_11_ratio,HR_12_ratio,HR_13_ratio,HR_14_ratio,HR_15_ratio,HR_16_ratio,HR_17_ratio,HR_18_ratio,HR_19_ratio,HR_20_ratio,HR_21_ratio,HR_22_ratio,HR_23_ratio,0_7h,8_14h,15_19h,20_23h
4f8a74787a,8670,32.0,1,7,0,0,75,FREEBIE,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08,0.0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,20119,75,4,12.75,90.08,12.868571428571428,1,7.0,4.0,1.75,2,2,1.0,1,90.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0
61327c3c6c,4660,39.0,16,64,27,0,75,NO DISCOUNT,CARD,13.01,104.96,0.0,197.09,0.0,0.0,0.0,0.0,11.4,44.13,51.21,0.0,41.83,0.0,0.0,10,6,7,2,7,4,6,0,0,0,0,0,0,2,6,2,2,4,1,1,3,0,1,2,7,3,7,1,0,0,0,0,0,0,1,1,0,0,0.0,20119,75,42,13.404761904761903,463.63,7.244218749999999,1,4.0,2.625,1.5238095238095235,16,26,0.6153846153846154,7,66.23285714285713,0.0280611694670319,0.2263874210038177,0.0,0.4251019131635141,0.0,0.0,0.0,0.0,0.0245885727843323,0.0951836593835601,0.1104544572180402,0.0,0.0902228069797036,0.0,0.0,0.238095238095238,0.1428571428571428,0.1666666666666666,0.0476190476190476,0.1666666666666666,0.0952380952380952,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0238095238095238,0.0238095238095238,0.0714285714285714,0.0,0.0238095238095238,0.0476190476190476,0.1666666666666666,0.0714285714285714,0.1666666666666666,0.0238095238095238,0.0,0.0,0.0,8,13,20,1
0f4619dcf4,4660,43.0,14,37,8,0,76,NO DISCOUNT,CASH,6.27,23.34,0.0,141.06,0.0,21.53,0.0,0.0,0.0,71.5,45.37,0.0,15.46,0.0,8.53,2,3,3,3,1,1,7,0,0,0,0,0,0,0,0,0,1,5,1,2,0,1,1,3,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0.0,5619,76,20,13.9,333.06,9.001621621621622,1,2.642857142857143,1.4285714285714286,1.85,9,11,0.8181818181818182,8,41.6325,0.0188254368582237,0.0700774635200864,0.0,0.4235272923797514,0.0,0.064643007265958,0.0,0.0,0.0,0.2146760343481654,0.1362217017954722,0.0,0.0464180628115054,0.0,0.025611001020837,0.1,0.15,0.15,0.15,0.05,0.05,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.05,0.1,0.0,0.05,0.05,0.15,0.1,0.15,0.05,0.0,0.0,0.0,0.0,0,10,10,0
34afa46556,4660,38.0,2,17,0,0,76,NO DISCOUNT,DIGI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.5,0.0,0.0,0.0,3.8,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6090,76,9,13.666666666666666,130.3,7.664705882352941,1,8.5,4.5,1.8888888888888888,5,4,1.25,2,65.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970836531082118,0.0,0.0,0.0,0.0291634689178818,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,6,0
4cc779494e,4660,28.0,1,8,0,0,76,DISCOUNT,CARD,0.0,87.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.0,20119,76,4,15.0,87.44,10.93,1,8.0,4.0,2.0,2,2,1.0,1,87.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0,1,3,0
98349dd8d7,2360,25.0,16,49,30,0,76,NO DISCOUNT,DIGI,1.77,0.0,1.08,0.0,0.0,132.76,0.0,0.0,0.0,11.76,3.04,4.1,24.45,0.0,0.0,1,4,2,3,7,9,6,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1,0,0,10,11,0,0,0,0,0,0,0,0,1,0,0,1,0.0,6090,76,32,15.5,178.95999999999995,3.652244897959183,1,3.0625,2.0,1.53125,7,25,0.28,7,25.56571428571428,0.0098904783191774,0.0,0.0060348681269557,0.0,0.0,0.7418417523468933,0.0,0.0,0.0,0.0657130084935181,0.0169870362092087,0.0229101475189986,0.1366227089852481,0.0,0.0,0.03125,0.125,0.0625,0.09375,0.21875,0.28125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.0625,0.0625,0.03125,0.0,0.0,0.3125,0.34375,0.0,0.0,0.0,0.0,0.0,0,11,21,0
8f08d5395a,8670,32.0,5,13,9,0,77,NO DISCOUNT,CARD,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.24,0.0,0.0,0.0,0.0,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,20119,77,9,9.333333333333334,133.79000000000002,10.291538461538464,1,2.6,1.8,1.4444444444444444,4,5,0.8,2,66.89500000000001,0.04148292099559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95851707900441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
0df875b8cf,4140,21.0,2,27,0,0,79,NO DISCOUNT,CARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.63,9.8,0.0,0.0,0.0,0.0,4,3,3,2,2,3,4,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,1,0,1,2,6,1,1,0,0,0,0,0,1,1,0,0,0.0,20119,79,21,15.761904761904765,157.43,5.830740740740741,1,13.5,10.5,1.2857142857142858,8,13,0.6153846153846154,2,78.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9377501111605158,0.0622498888394842,0.0,0.0,0.0,0.0,0.1904761904761904,0.1428571428571428,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0,0.0476190476190476,0.0952380952380952,0.2857142857142857,0.0476190476190476,0.0476190476190476,0.0,0.0,0,9,10,2
111ad8eb28,4660,30.0,2,18,8,0,79,NO DISCOUNT,CARD,19.9,138.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,20119,79,8,15.625,158.15,8.786111111111111,1,9.0,4.0,2.25,5,3,1.6666666666666667,2,79.075,0.1258299083148909,0.8741700916851091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,7,0
2fb255fc89,8670,29.0,7,30,18,0,79,NO DISCOUNT,CARD,43.19,238.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.0,0.0,0.0,0.0,3,2,1,2,2,1,7,0,2,0,1,0,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,20119,79,18,7.6923076923076925,331.19999999999993,11.039999999999996,1,4.285714285714286,2.571428571428572,1.6666666666666667,10,8,1.25,3,110.39999999999998,0.1304045893719806,0.718900966183575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506944444444444,0.0,0.0,0.0,0.0,0.1666666666666666,0.1111111111111111,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.0555555555555555,0.3888888888888889,0.0,0.1111111111111111,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0,0.2777777777777778,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,0
597b3c4a7d,2360,35.0,1,8,5,0,79,NO DISCOUNT,CARD,0.0,0.0,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0.0,20119,79,5,14.8,38.7,4.8375,1,8.0,5.0,1.6,2,3,0.6666666666666666,1,38.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,3,2,0
